Date,ElCons,Heat,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
01/01/2020 00:00,17.25,70,0,1011.5,90,-1.9,-3.3,18632,226,2.6,2
01/01/2020 01:00,17.21,70,0,1011.4,92,-2.1,-3.1,22284,237,2.9,2.1
01/01/2020 02:00,17,80,0,1010.9,87,-0.5,-2.5,50000,286,4,2.6
01/01/2020 03:00,17.22,70,0,1010.7,83,0.2,-2.4,48969,274,4.2,2.9
01/01/2020 04:00,17.09,70,3,1009.9,84,0.1,-2.2,49724,244,4.2,3
01/01/2020 05:00,28.48,70,0,1009.7,86,-0.4,-2.5,44206,226,4.7,3.1
01/01/2020 06:00,29.07,80,7,1009.6,83,0.5,-2,50000,244,5.2,3.3
01/01/2020 07:00,29.18,80,8,1009.5,80,1.2,-1.9,50000,250,5.3,3.3
01/01/2020 08:00,29.34,90,8,1009.4,77,1.9,-1.6,50000,227,4.3,2.2
01/01/2020 09:00,29.07,80,8,1009.2,78,2.2,-1.2,50000,232,3.9,2.7
01/01/2020 10:00,29.08,80,7,1008.5,78,2.5,-0.9,50000,219,3.4,2.4
01/01/2020 11:00,29.05,90,5,1007.6,80,2.7,-0.5,50000,205,5.1,3.3
01/01/2020 12:00,28.96,90,8,1007.7,78,3.2,-0.1,50000,229,4.2,2.7
01/01/2020 13:00,28.99,90,8,1007.2,76,3.3,-0.6,50000,256,6.5,3.9
01/01/2020 14:00,29,70,8,1006.9,78,2.8,-0.6,50000,250,5.3,3.7
01/01/2020 15:00,29.18,80,8,1006.8,78,3.1,-0.4,50000,257,7.7,4.6
01/01/2020 16:00,29.16,80,8,1006.8,78,3,-0.5,50000,267,5.3,3.5
01/01/2020 17:00,29.27,70,0,1006.7,79,2.4,-0.8,50000,257,7.1,4.4
01/01/2020 18:00,28.86,80,1,1006.3,81,2.4,-0.6,49605,254,7.4,4.6
01/01/2020 19:00,29.34,90,0,1006.3,79,2.8,-0.5,50000,261,7.2,4.9
01/01/2020 20:00,29.29,80,0,1005.6,79,2.6,-0.7,50000,255,6.9,3.6
01/01/2020 21:00,17.38,80,7,1005.1,80,2.7,-0.4,50000,247,7.2,4.6
01/01/2020 22:00,17.16,90,7,1004.5,79,2.8,-0.5,50000,252,6.6,3.7
01/01/2020 23:00,17.02,60,7,1004.1,80,2.2,-0.8,50000,247,4,2.6
02/01/2020 00:00,14.18,60,7,1004.5,82,2.3,-0.5,50000,260,4.2,2.7
02/01/2020 01:00,14.27,60,4,1003.7,83,2.1,-0.5,50000,249,5.4,3.4
02/01/2020 02:00,14.11,60,3,1003.5,81,2.4,-0.5,50000,253,4,2.8
02/01/2020 03:00,13.89,60,0,1004,79,2.6,-0.7,50000,255,5.2,3.3
02/01/2020 04:00,14.05,60,0,1004.2,80,2.5,-0.7,50000,263,3.9,2.3
02/01/2020 05:00,26.51,50,0,1004.4,79,2.5,-0.8,48780,255,4.5,2.7
02/01/2020 06:00,28.78,70,1,1004.3,79,2.7,-0.6,43670,258,4.6,2.6
02/01/2020 07:00,38.09,60,7,1004.5,79,2.9,-0.4,38290,242,3.9,2.7
02/01/2020 08:00,52.99,90,7,1004.7,78,3.3,-0.1,38140,248,4,2.5
02/01/2020 09:00,54.98,80,1,1004.8,78,3.5,0.1,35918,231,4.5,2.6
02/01/2020 10:00,56.09,90,0,1004.9,80,3.7,0.6,31328,227,4.8,3.5
02/01/2020 11:00,56.4,70,0,1003.8,83,4.1,1.5,27762,207,5.8,3.4
02/01/2020 12:00,57.34,70,1,1003.7,87,4.3,2.3,25201,214,6.9,4.5
02/01/2020 13:00,55.4,70,8,1003.9,88,4.6,2.8,21690,219,6.7,3.9
02/01/2020 14:00,54.26,70,3,1002.8,88,4.2,2.4,16700,213,7.1,4.8
02/01/2020 15:00,48.46,70,7,1002.6,90,4.7,3.2,14445,213,9.8,5.4
02/01/2020 16:00,40.55,80,7,1002.7,88,5.1,3.3,14379,221,7.5,5
02/01/2020 17:00,34.99,70,3,1002.8,88,5.1,3.2,14258,222,7.8,5
02/01/2020 18:00,33.18,60,7,1002.6,89,5,3.2,13242,212,8.2,4.7
02/01/2020 19:00,33.04,60,8,1002.6,88,5.2,3.4,11806,227,7.9,4.6
02/01/2020 20:00,30.24,70,8,1002.3,87,5.4,3.4,14526,224,7.6,4.5
02/01/2020 21:00,17.6,60,8,1001.7,86,5.3,3.2,17583,222,8.7,4.7
02/01/2020 22:00,17.61,70,7,1001.6,85,5.3,2.9,19685,232,9,4.9
02/01/2020 23:00,16.86,60,8,1001.3,86,5.2,2.9,18912,235,7.6,4.9
03/01/2020 00:00,16.9,40,8,1001.1,85,5.3,3,17544,238,10.5,6.8
03/01/2020 01:00,16.68,50,8,1000.7,83,5.2,2.6,19945,241,12.1,6.8
03/01/2020 02:00,16.82,50,8,999.7,83,5.1,2.5,18749,227,12.4,6.7
03/01/2020 03:00,16.73,50,8,998.9,84,5,2.5,16231,227,10.8,6.8
03/01/2020 04:00,16.76,50,8,998.6,80,5.1,2,19478,230,11.2,6.1
03/01/2020 05:00,29.01,40,8,997.9,82,5.1,2.3,17382,229,11.2,6.4
03/01/2020 06:00,30.57,50,8,996.9,83,5.1,2.4,17995,221,13.8,8.9
03/01/2020 07:00,39.27,50,8,997.1,83,4.8,2.1,17700,225,13.4,8.6
03/01/2020 08:00,53.2,70,8,996.2,84,4.8,2.2,16680,219,14.7,9
03/01/2020 09:00,57.11,70,8,996.2,84,4.7,2.3,12350,230,14.3,8.4
03/01/2020 10:00,55.78,70,8,995.1,82,4.8,2.1,27450,225,15.5,8.9
03/01/2020 11:00,57.17,60,8,994.2,88,4.5,2.7,9811,219,16.2,9.5
03/01/2020 12:00,56.58,70,8,993.6,88,4.6,2.9,12071,223,16,9.6
03/01/2020 13:00,57.89,70,8,992.6,91,4.8,3.5,5646,220,15.5,9.6
03/01/2020 14:00,54.02,70,8,992.1,91,5.3,3.9,7132,223,17.2,9.4
03/01/2020 15:00,48.07,70,8,991.1,92,5.7,4.5,9643,220,12.9,8.4
03/01/2020 16:00,35.24,70,8,990.7,90,5.8,4.3,22920,228,11.1,6.6
03/01/2020 17:00,31.23,60,7,990.4,87,5.4,3.4,13082,244,11.2,6.5
03/01/2020 18:00,30.92,60,0,990.5,88,4.9,3.2,50000,241,7.4,5
03/01/2020 19:00,30.54,60,6,990.8,83,4.6,2,48204,247,7.4,4.8
03/01/2020 20:00,28.32,60,7,991.2,73,3.9,-0.4,50000,249,8.4,5.5
03/01/2020 21:00,15.97,60,0,991.8,60,3.3,-3.6,50000,249,10.5,5.4
03/01/2020 22:00,16.01,70,0,991.7,57,2.4,-5.4,50000,248,7.3,5
03/01/2020 23:00,15.37,60,0,991.6,55,1.6,-6.4,50000,224,5.2,3.6
04/01/2020 00:00,15.21,60,0,990.2,52,1.5,-7.3,50000,208,4.5,2.8
04/01/2020 01:00,15.17,50,3,989.4,63,2.8,-3.5,50000,223,8.1,5.3
04/01/2020 02:00,15.16,60,7,988.5,69,3.3,-1.9,42015,231,8,4.7
04/01/2020 03:00,15.29,60,4,987.5,79,2.6,-0.8,36469,219,6.6,4.4
04/01/2020 04:00,15.14,50,1,986.9,73,2.4,-2,38173,227,6.7,4.4
04/01/2020 05:00,15.85,60,1,986.7,68,2.3,-3,47853,228,8.7,4.6
04/01/2020 06:00,16.06,50,0,986.1,67,1.9,-3.6,47149,227,6.5,4
04/01/2020 07:00,15.89,60,1,985.8,67,1.3,-4.2,50000,222,5.2,3.6
04/01/2020 08:00,19.47,60,0,985.8,68,1.4,-3.8,50000,223,7.3,4.8
04/01/2020 09:00,19.61,70,0,985.7,66,1.6,-4.1,49848,232,7.1,4.5
04/01/2020 10:00,19.81,80,1,985.4,64,1.8,-4.3,50000,233,7.1,4.2
04/01/2020 11:00,19.82,90,0,985.2,64,2.3,-3.8,49581,245,8.6,5.6
04/01/2020 12:00,19.24,70,7,985.7,67,2.6,-2.9,50000,247,8.6,5.4
04/01/2020 13:00,18.98,70,7,985.8,68,3,-2.3,50000,257,8.9,5.8
04/01/2020 14:00,19.64,70,7,987.4,90,1.2,-0.2,21451,295,8.7,5.1
04/01/2020 15:00,19.13,60,8,988.7,78,2.1,-1.3,50000,292,7.5,4.1
04/01/2020 16:00,18.78,80,7,990.2,69,2.2,-2.8,50000,305,8.8,5.9
04/01/2020 17:00,18.75,80,7,991.8,66,2.5,-3.3,50000,308,14.1,7.3
04/01/2020 18:00,18.86,60,6,993.5,67,1.9,-3.6,50000,312,10.3,6.2
04/01/2020 19:00,18.86,80,3,995.1,65,1.5,-4.3,50000,317,10.9,6.7
04/01/2020 20:00,16.49,70,5,997,71,1.2,-3.4,50000,316,9.1,6.1
04/01/2020 21:00,15.93,80,4,999,73,0.6,-3.7,50000,319,8.5,5.1
04/01/2020 22:00,15.99,80,4,1000.8,70,0.3,-4.6,50000,314,7.7,5.5
04/01/2020 23:00,15.35,60,0,1002,66,-0.1,-5.7,50000,309,8.6,5.3
05/01/2020 00:00,15.3,60,1,1003.5,63,-0.4,-6.6,50000,312,9.5,6
05/01/2020 01:00,14.65,70,7,1005,62,-0.5,-6.8,50000,307,7.7,5.1
05/01/2020 02:00,15.22,60,7,1006.5,66,-0.7,-6.3,50000,319,11.3,6.6
05/01/2020 03:00,15.1,70,8,1007.9,65,0,-5.7,36744,327,12.4,7
05/01/2020 04:00,14.91,60,8,1009.6,67,0,-5.5,50000,325,10.2,6.9
05/01/2020 05:00,15.53,70,8,1011.5,66,-0.3,-5.8,50000,331,11.3,7.5
05/01/2020 06:00,15.87,60,8,1013.4,65,-0.7,-6.5,50000,331,11.6,8
05/01/2020 07:00,15.91,70,7,1015.3,66,-1.1,-6.6,50000,321,8.4,5.8
05/01/2020 08:00,18.75,70,0,1017.2,64,-2.1,-8,42641,332,10.8,6.9
05/01/2020 09:00,18.58,80,0,1017.8,62,-2.3,-8.5,44276,340,8.8,5.9
05/01/2020 10:00,18.59,90,0,1018.4,57,-2.3,-9.6,44251,339,7.5,5.5
05/01/2020 11:00,18.5,90,0,1019.2,54,-2.2,-10.4,40389,348,4.3,2.9
05/01/2020 12:00,18.45,90,0,1020.3,53,-2.5,-10.8,43013,322,4.9,3
05/01/2020 13:00,18.13,90,0,1021.5,54,-3.3,-11.3,47183,323,2.3,1.5
05/01/2020 14:00,18.65,80,0,1021.8,62,-4.4,-10.5,37409,289,1.1,0.5
05/01/2020 15:00,18.77,80,0,1021.6,72,-5.4,-9.7,12862,135,1.1,0.8
05/01/2020 16:00,18.61,80,0,1021.5,82,-6.7,-9.2,14119,115,1.8,1.5
05/01/2020 17:00,18.75,90,5,1021.6,86,-7,-8.9,13643,245,2.1,1.4
05/01/2020 18:00,18.95,80,7,1020.3,78,-5.2,-8.5,17003,131,1.8,1.4
05/01/2020 19:00,18.93,100,7,1019.2,72,-2.9,-7.3,37588,143,3.7,2.8
05/01/2020 20:00,16.73,100,8,1018.2,60,-0.6,-7.5,50000,162,4.8,3
05/01/2020 21:00,15.84,90,8,1017,68,0.7,-4.6,50000,181,8.7,5.8
05/01/2020 22:00,15.89,100,8,1016.5,93,-0.4,-1.4,2205,187,9.6,6.4
05/01/2020 23:00,15.12,70,8,1014.8,98,0,-0.3,2361,169,9.3,6.5
06/01/2020 00:00,15.22,70,8,1013.7,97,0.3,0,2986,186,10.5,7.4
06/01/2020 01:00,15.01,70,8,1012.6,98,0.7,0.3,8246,182,11.2,7.5
06/01/2020 02:00,15.2,60,8,1012,96,1,0.5,6614,190,9.5,6.3
06/01/2020 03:00,14.98,70,8,1011.7,97,1.5,1.1,5335,206,6.3,4.4
06/01/2020 04:00,15.09,60,8,1011.7,98,1.7,1.3,35353,251,4,2.2
06/01/2020 05:00,16.24,60,8,1012,97,1.5,1,26270,257,3.7,2.4
06/01/2020 06:00,16.58,60,8,1012.5,96,1.3,0.8,8606,264,3.4,2.1
06/01/2020 07:00,16.6,70,8,1013.1,94,1.3,0.5,17926,274,4.3,2.6
06/01/2020 08:00,19.27,60,8,1013.7,96,1.2,0.6,7532,274,3.6,2
06/01/2020 09:00,19.2,70,8,1013.7,97,1.1,0.7,7913,269,4.7,2.7
06/01/2020 10:00,18.97,80,8,1014,96,1.2,0.6,10811,279,4.8,2.3
06/01/2020 11:00,18.78,80,8,1014.2,96,1.2,0.7,17619,250,4.8,2.4
06/01/2020 12:00,18.85,80,8,1014.3,97,1.1,0.7,10167,246,4.3,2.4
06/01/2020 13:00,18.54,70,8,1014.5,98,1.1,0.9,9206,243,4,2.2
06/01/2020 14:00,18.88,70,8,1014.6,98,1.1,0.9,4771,236,2.9,2.1
06/01/2020 15:00,18.81,80,8,1014.8,99,0.8,0.7,1088,222,3.8,2.5
06/01/2020 16:00,18.75,70,9,1014.7,99,0.8,0.6,676,207,4.4,2.4
06/01/2020 17:00,19.07,80,9,1014.5,99,1,0.9,262,180,1.9,1.2
06/01/2020 18:00,18.82,70,9,1014.5,99,1.9,1.8,840,246,3.3,1.8
06/01/2020 19:00,18.98,70,8,1014.7,99,2.3,2.2,2927,232,3.8,2.2
06/01/2020 20:00,16.65,80,8,1014.4,99,3.4,3.3,4410,223,5.5,3.7
06/01/2020 21:00,16.02,70,8,1014.1,99,4,3.8,4696,216,7.1,4
06/01/2020 22:00,15.97,80,8,1013.8,96,3.9,3.4,6127,210,7.5,4.4
06/01/2020 23:00,15.43,60,8,1013.6,96,4.3,3.7,3178,216,6.6,4.4
07/01/2020 00:00,15.1,50,8,1013.5,94,4.4,3.5,34661,217,8.4,5.4
07/01/2020 01:00,15.17,60,8,1013.3,95,4.2,3.5,6793,209,6.7,4.2
07/01/2020 02:00,15.11,50,8,1013.1,97,4,3.6,2925,198,4.1,2.8
07/01/2020 03:00,15.35,50,8,1012.9,98,4.3,3.9,3693,207,6.4,4.3
07/01/2020 04:00,15.23,50,8,1012.9,96,4.3,3.7,3945,213,8.5,5.5
07/01/2020 05:00,28.41,50,8,1012.5,98,4.3,3.9,2548,202,8,5.4
07/01/2020 06:00,31.31,50,8,1012.8,98,4.1,3.9,1600,205,7.5,4.8
07/01/2020 07:00,41.1,60,8,1012.9,98,4.4,4.2,1980,207,8.3,4.9
07/01/2020 08:00,58.44,70,8,1012.9,99,4.6,4.3,2567,205,5,3.8
07/01/2020 09:00,62.9,70,8,1013.2,98,4.8,4.6,13105,206,5.3,3.3
07/01/2020 10:00,59.66,70,8,1013.3,96,5.4,4.8,42875,224,8.7,5
07/01/2020 11:00,60.57,60,8,1013.5,93,5.6,4.5,50000,222,6.6,4.2
07/01/2020 12:00,61.25,60,7,1013.3,91,5.8,4.4,50000,220,7.6,4.8
07/01/2020 13:00,59.63,60,8,1013.2,91,5.5,4.1,47826,214,7.7,5.1
07/01/2020 14:00,55.64,60,8,1013.4,91,5.1,3.9,7345,220,9.3,5.9
07/01/2020 15:00,50.38,60,8,1013.8,93,4.8,3.8,5038,224,8.3,4.9
07/01/2020 16:00,39.67,70,8,1013.8,95,4.6,3.9,4512,234,6.4,4.4
07/01/2020 17:00,33.46,60,8,1013.8,93,4.6,3.6,19472,216,10.3,5.5
07/01/2020 18:00,32.42,70,8,1013.7,94,4.4,3.5,8341,220,8.9,5.1
07/01/2020 19:00,31.48,60,8,1012.9,94,4.8,3.9,9831,209,9,5
07/01/2020 20:00,29.05,60,8,1012.5,92,5,3.9,20598,216,9.3,6.1
07/01/2020 21:00,16.85,60,8,1012.1,91,5,3.6,19544,212,10.8,6.3
07/01/2020 22:00,16.73,80,8,1011.8,89,4.8,3.2,17291,220,11.7,7.6
07/01/2020 23:00,16.17,50,8,1011.2,88,4.8,3.1,16762,216,10.5,6.5
08/01/2020 00:00,16.01,50,8,1010.5,90,4.5,2.9,17905,211,13.2,8.4
08/01/2020 01:00,16.13,50,8,1009.8,90,4.7,3.2,22367,212,12.7,8
08/01/2020 02:00,15.98,50,8,1008.3,91,4.7,3.3,15972,203,12.5,7.4
08/01/2020 03:00,15.95,50,8,1007.5,89,4.9,3.2,18762,201,15.6,8.5
08/01/2020 04:00,16.02,50,8,1005.5,89,4.9,3.2,18003,201,16.9,9.7
08/01/2020 05:00,29.28,40,8,1004.6,93,4.9,3.8,10919,200,15.6,8.4
08/01/2020 06:00,31.07,50,8,1003.4,91,5,3.7,14241,203,15.9,9.6
08/01/2020 07:00,41.6,50,8,1001.9,90,5.1,3.6,11058,199,15.4,10.6
08/01/2020 08:00,57.67,60,8,1001.2,94,4.8,3.9,3353,208,14.3,9.2
08/01/2020 09:00,63.11,80,8,999.9,94,4.9,4,12622,201,14.2,9.8
08/01/2020 10:00,60.8,60,8,999.3,94,5.4,4.5,6723,212,17.6,9.8
08/01/2020 11:00,62.88,60,8,998.5,93,5.7,4.6,6956,217,15.6,9.7
08/01/2020 12:00,61.97,70,8,997.7,94,6,5.1,13599,220,15.3,9.5
08/01/2020 13:00,62.25,60,8,997.2,92,6.3,5.1,6042,224,14.2,8.6
08/01/2020 14:00,59.7,50,8,996.7,93,6.4,5.3,4934,221,18.5,9.5
08/01/2020 15:00,53.31,60,8,996.6,92,6.7,5.5,11537,222,14.2,8.7
08/01/2020 16:00,42.81,60,8,996.4,91,6.8,5.5,16707,228,12.8,7.6
08/01/2020 17:00,35.57,60,8,996.4,88,7.5,5.6,24081,241,11.6,7.2
08/01/2020 18:00,32.51,50,7,996.4,85,7.5,5.1,26609,249,11.6,6.3
08/01/2020 19:00,30.57,40,7,997.1,82,7.1,4.3,34247,276,8.8,5.6
08/01/2020 20:00,28.38,50,6,998.1,84,6,3.5,50000,263,7.1,4.5
08/01/2020 21:00,16.21,50,4,999.3,87,5,3,48158,243,6.5,3.9
08/01/2020 22:00,16.15,60,0,999.7,86,4.7,2.5,48242,248,5.6,3.6
08/01/2020 23:00,15.53,50,0,1000.8,87,4.2,2.1,37086,252,4.4,2.6
09/01/2020 00:00,15.35,40,0,1001.2,84,3.7,1.3,37105,237,5.1,3.1
09/01/2020 01:00,15.21,50,0,1001.4,82,3,0.3,37739,250,6.3,4.1
09/01/2020 02:00,15.47,50,0,1001.7,82,2.8,0,36792,246,6.7,4.4
09/01/2020 03:00,15.11,50,0,1001.9,81,2.8,-0.2,34478,240,5.4,3.5
09/01/2020 04:00,15.43,50,0,1002,80,2.6,-0.4,31624,239,5.3,3.5
09/01/2020 05:00,27.87,50,0,1002.2,80,2.8,-0.3,31793,243,7.5,4.2
09/01/2020 06:00,29.97,60,0,1002.6,82,2.5,-0.3,31998,250,7.1,4.5
09/01/2020 07:00,41.23,60,0,1003.4,82,2.4,-0.4,32220,253,6.4,4.1
09/01/2020 08:00,58.45,80,0,1004.5,79,2.8,-0.5,33795,266,7.8,4.2
09/01/2020 09:00,58.62,80,0,1004.7,75,3.3,-0.7,34075,266,8.2,4.7
09/01/2020 10:00,56.9,90,0,1005.4,71,3.9,-0.9,38775,267,9.6,5.7
09/01/2020 11:00,57.84,70,0,1005.6,71,3.9,-0.9,37543,249,7.4,4.7
09/01/2020 12:00,57,70,0,1006.2,72,3.8,-0.9,38702,244,7.3,4.8
09/01/2020 13:00,54.59,70,0,1006.9,72,3.4,-1.2,44119,241,7.3,4.5
09/01/2020 14:00,53.67,60,0,1007.4,75,2.7,-1.4,48998,246,6.4,3.7
09/01/2020 15:00,52.55,70,0,1007.9,76,2.4,-1.4,43031,248,4.9,3.4
09/01/2020 16:00,42.81,70,0,1008.1,77,2.3,-1.3,42630,260,5.9,4
09/01/2020 17:00,35.34,70,0,1008.2,80,1.5,-1.6,40342,256,5.5,3.1
09/01/2020 18:00,32.15,80,0,1008.6,83,1.1,-1.5,41520,268,3.9,2.3
09/01/2020 19:00,30.74,70,7,1008.9,87,0.2,-1.7,36106,270,2.5,1.6
09/01/2020 20:00,28.37,70,7,1009.5,89,-0.2,-1.8,34547,223,2.5,1.8
09/01/2020 21:00,16.26,90,7,1009.8,92,-1.1,-2.3,31994,207,2.1,1.1
09/01/2020 22:00,16.13,90,7,1010,91,-1,-2.3,33291,287,2.6,1.5
09/01/2020 23:00,15.59,60,7,1010.1,96,-2.6,-3,22601,210,0.8,0.5
10/01/2020 00:00,15.37,60,7,1010.1,98,-2.4,-2.7,20593,176,1.5,0.8
10/01/2020 01:00,15.28,60,6,1010.3,97,-3.1,-3.4,15269,104,1,0.6
10/01/2020 02:00,15.43,70,6,1010.5,98,-3.7,-4,12769,129,1,0.7
10/01/2020 03:00,15.3,60,4,1010.8,98,-4.2,-4.4,1161,88,1.4,0.9
10/01/2020 04:00,15.37,60,4,1010.6,98,-5.2,-5.4,798,0,0,0
10/01/2020 05:00,28.32,70,6,1010.6,98,-5.2,-5.5,12825,0,0,0
10/01/2020 06:00,31.48,70,8,1011,97,-5.2,-5.5,17785,0,0,0
10/01/2020 07:00,41.01,90,7,1011.6,97,-4.5,-4.9,18980,0,0,0
10/01/2020 08:00,55.35,90,5,1012.2,97,-3.8,-4.2,16138,0,0,0
10/01/2020 09:00,59.41,110,0,1012.3,97,-4.5,-4.9,15248,0,0,0
10/01/2020 10:00,57.67,110,0,1012.6,97,-2.3,-2.8,15206,258,0.9,0.6
10/01/2020 11:00,56.39,90,0,1012.8,95,-1.4,-2.1,14307,345,1.9,1.5
10/01/2020 12:00,56.85,100,0,1012.6,90,-0.4,-1.8,16630,347,1,0.7
10/01/2020 13:00,52.7,90,0,1013,93,-2.1,-3,10702,349,1.3,0.9
10/01/2020 14:00,51.82,90,0,1013.6,97,-3.7,-4.1,10465,0,0,0
10/01/2020 15:00,47.15,80,0,1013.7,98,-4.3,-4.6,526,0,0,0
10/01/2020 16:00,37.28,90,1,1013.9,97,-5.1,-5.4,848,14,0.8,0.6
10/01/2020 17:00,33.59,90,0,1014.2,95,-6.4,-7,7771,0,0,0
10/01/2020 18:00,30.89,90,0,1014.8,95,-6.8,-7.5,685,0,0,0
10/01/2020 19:00,29.99,100,0,1015.2,94,-7.5,-8.3,649,0,0,0
10/01/2020 20:00,27.26,90,0,1015.3,94,-7.8,-8.6,4976,122,0.8,0.7
10/01/2020 21:00,15.37,100,0,1015.3,93,-8,-8.9,7964,52,1,0.5
10/01/2020 22:00,15.3,90,0,1015.7,92,-8.7,-9.7,11212,32,1.8,0.9
10/01/2020 23:00,14.68,80,0,1016,93,-8,-8.9,12084,0,0,0
11/01/2020 00:00,14.69,70,0,1016.5,92,-8.9,-9.9,12797,128,1,0.6
11/01/2020 01:00,14.73,70,0,1017,93,-8.8,-9.8,11798,0,0,0
11/01/2020 02:00,14.51,70,6,1017.3,93,-8.7,-9.7,10696,0,0,0
11/01/2020 03:00,14.59,80,5,1016.8,93,-8.5,-9.4,11646,113,0.9,0.7
11/01/2020 04:00,14.55,70,0,1017.4,93,-8.3,-9.2,14684,0,0,0
11/01/2020 05:00,15.2,70,0,1017.7,93,-8.5,-9.4,15000,127,1.1,0.8
11/01/2020 06:00,15.34,80,0,1017.8,96,-5.2,-5.8,18477,191,1.3,0.9
11/01/2020 07:00,15.17,70,0,1017.9,93,-8,-8.9,16506,109,1.6,0.7
11/01/2020 08:00,18.22,80,0,1018,94,-7.1,-7.9,15535,0,0,0
11/01/2020 09:00,18.13,80,0,1017.7,98,-1.6,-1.9,17856,197,3.9,2.1
11/01/2020 10:00,17.99,100,0,1017.2,95,0.7,0,19815,213,4.8,2.9
11/01/2020 11:00,18,90,1,1017,83,1.3,-1.3,26700,230,5,3.1
11/01/2020 12:00,18.16,100,2,1016.8,78,2.1,-1.3,27538,227,5.9,3.4
11/01/2020 13:00,18.49,70,7,1016.1,77,2.3,-1.3,35357,210,5.4,2.7
11/01/2020 14:00,18.18,80,8,1015.3,81,3.1,0.1,28609,210,6.3,4.2
11/01/2020 15:00,18.06,80,8,1013.9,78,3.7,0.2,29006,202,8.8,6.2
11/01/2020 16:00,18.08,80,8,1013.1,85,3.3,1,26601,203,11.8,7.9
11/01/2020 17:00,18.16,70,7,1011.1,85,3.1,0.8,24722,201,13.5,8.1
11/01/2020 18:00,17.69,70,7,1009.5,87,3.2,1.2,25553,203,12.4,8.6
11/01/2020 19:00,18.28,70,8,1007.7,83,3.6,1,18129,208,14.9,9.7
11/01/2020 20:00,15.96,70,8,1006.5,90,3.2,1.7,10838,212,17.7,11.5
11/01/2020 21:00,15.21,80,8,1005,92,3.2,2.1,13672,207,17.6,9.6
11/01/2020 22:00,15.49,80,8,1003.5,91,3.6,2.3,11336,217,14.1,9.2
11/01/2020 23:00,14.74,60,8,1002.3,90,4.5,3,11912,215,16.7,10.7
12/01/2020 00:00,14.73,50,8,1000.9,92,4.9,3.7,10828,222,14.8,10.5
12/01/2020 01:00,14.58,50,8,1000.2,90,4.9,3.5,15484,226,15.2,9.5
12/01/2020 02:00,14.6,60,8,999,92,5.2,3.9,11134,223,13.6,9
12/01/2020 03:00,14.6,50,8,998.1,91,5.3,4,13071,219,13.7,8.9
12/01/2020 04:00,14.29,50,8,997.5,91,5.3,4,22833,225,11.4,7.9
12/01/2020 05:00,15.37,50,8,996.7,94,5.4,4.4,4253,227,10.5,6.7
12/01/2020 06:00,15.36,50,8,996,95,5.4,4.6,4598,220,10.1,6.7
12/01/2020 07:00,15.39,40,8,995.7,93,5.6,4.6,16917,235,8.8,5.9
12/01/2020 08:00,18.17,50,8,995.8,94,5.8,4.9,7837,234,9.9,5.9
12/01/2020 09:00,17.93,50,8,995.9,94,6,5.1,20776,238,7.9,5.1
12/01/2020 10:00,17.94,70,8,996,94,6,5,31544,242,7.8,4.7
12/01/2020 11:00,17.76,80,8,995.9,92,6.2,5,40504,246,8.2,4.9
12/01/2020 12:00,17.8,60,8,996.5,90,6.4,4.9,50000,254,6.2,4.1
12/01/2020 13:00,17.88,60,8,996.7,90,6.2,4.7,50000,246,6.2,3.9
12/01/2020 14:00,17.85,50,7,997,89,6,4.4,48977,254,5.2,3.5
12/01/2020 15:00,17.84,50,8,997,90,5.7,4.1,50000,239,5.5,3.1
12/01/2020 16:00,17.97,60,7,997.2,91,5.8,4.5,43672,229,5,3.2
12/01/2020 17:00,18.07,60,8,997.3,91,5.7,4.3,45211,231,5.5,3.3
12/01/2020 18:00,18.13,70,8,997.3,89,5.7,4,43171,241,7.1,4.8
12/01/2020 19:00,18.09,60,7,997.6,88,5.3,3.4,44106,251,6.7,4.2
12/01/2020 20:00,15.98,60,7,998.4,87,4.8,2.8,42166,261,6.6,4.3
12/01/2020 21:00,15.27,70,7,998.9,86,4.4,2.3,50000,268,8.1,4.7
12/01/2020 22:00,15.07,80,7,1000,85,4.1,1.8,50000,271,7.5,4.7
12/01/2020 23:00,14.54,50,0,1001.1,88,3.2,1.4,50000,282,5.2,3.4
13/01/2020 00:00,14.07,60,5,1002.3,90,2.5,0.9,48317,265,5.8,3.8
13/01/2020 01:00,14.5,50,6,1002.8,90,2.1,0.6,50000,273,4.9,3.4
13/01/2020 02:00,14.5,50,0,1003.1,94,0.6,-0.3,47096,252,2.2,1.5
13/01/2020 03:00,14.39,60,0,1003.4,97,0,-0.4,50000,193,3.4,2.4
13/01/2020 04:00,24.83,50,0,1003.6,96,0.3,-0.3,46358,205,4.2,2.6
13/01/2020 05:00,28.86,60,0,1003.7,94,0.9,0,47668,214,4.4,2.9
13/01/2020 06:00,31.26,80,0,1003.7,91,1.1,-0.2,49971,226,4.7,2.8
13/01/2020 07:00,39.98,70,0,1004.1,91,1,-0.3,48621,235,4.4,2.5
13/01/2020 08:00,56.17,80,5,1004.6,94,1.8,0.9,29830,260,5.5,3.1
13/01/2020 09:00,64.2,100,8,1005.2,89,1.9,0.3,36851,260,7,4.7
13/01/2020 10:00,60.33,100,8,1005.6,88,2,0.1,35500,262,6.2,3.6
