Date,ElCons,Heat,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
29/02/2020 10:00,15.27,100,8,1000,70,0.2,-4.6,43411,148,5.2,3.4
29/02/2020 11:00,15.21,90,8,999.6,94,-0.5,-1.4,2932,161,4.8,2.8
29/02/2020 12:00,14.99,100,8,999.2,97,0,-0.4,5162,144,3.7,2.5
29/02/2020 13:00,15.26,80,7,998.9,96,1,0.4,40798,192,2.2,1.3
29/02/2020 14:00,15.25,80,4,998.5,86,1.1,-1,50000,213,1.6,1
29/02/2020 15:00,15.08,80,7,998.3,88,1,-0.8,50000,147,2.6,2.1
29/02/2020 16:00,15.39,80,7,998.1,89,1,-0.7,50000,136,2.7,2
29/02/2020 17:00,15.02,80,8,998.1,95,0.7,0.1,16753,182,4.3,2.9
29/02/2020 18:00,15.45,90,8,997.7,98,0.4,0,15094,195,3.4,2.4
29/02/2020 19:00,15.41,80,8,997.2,98,0.5,0.2,4998,161,3.3,2.3
29/02/2020 20:00,15.55,80,8,997,97,1.1,0.7,37902,225,3.3,2
29/02/2020 21:00,14.82,80,8,996.8,96,1.1,0.6,19652,192,2.9,2
29/02/2020 22:00,14.92,90,8,996.5,97,1,0.6,6056,175,3.1,1.4
29/02/2020 23:00,14.36,60,8,996.3,98,0.2,-0.1,1444,173,4.1,2.8
01/03/2020 00:00,14.02,60,8,995.9,99,0.5,0.3,32878,169,2.8,1.9
01/03/2020 01:00,14.21,60,8,994.9,98,1,0.7,19651,156,2.9,1.8
01/03/2020 02:00,14.23,60,8,994,97,1.5,1.1,16064,174,5.2,3
01/03/2020 03:00,13.92,50,8,993.5,95,1.1,0.4,18116,154,4.3,2.7
01/03/2020 04:00,14.41,60,8,992.7,94,0.9,0.1,21313,156,4.9,2.8
01/03/2020 05:00,14.88,60,8,991.7,95,0.8,0.1,21367,132,4.2,3
01/03/2020 06:00,14.86,60,8,990.7,97,0.4,0,4046,138,5.5,3.6
01/03/2020 07:00,14.85,50,8,989.8,98,0.3,0,3568,133,6.1,4.4
01/03/2020 08:00,17.52,60,8,988.7,98,0.6,0.3,6761,136,6.1,4.2
01/03/2020 09:00,17.46,60,8,987.8,97,0.7,0.4,5405,137,6.4,4.5
01/03/2020 10:00,18.11,90,8,986.9,98,0.7,0.4,3101,131,6.9,4.5
01/03/2020 11:00,18.59,80,8,986,98,0.6,0.3,2490,134,7.7,4.9
01/03/2020 12:00,18.43,80,8,985.4,99,0.4,0.2,3547,162,6.3,4.1
01/03/2020 13:00,18.77,70,8,985.6,96,3.2,2.5,18543,217,8.7,5.7
01/03/2020 14:00,19.07,80,8,986.6,92,3.5,2.2,16717,218,10,6.2
01/03/2020 15:00,18.36,70,7,987.4,82,3.8,1,29523,222,12,7.7
01/03/2020 16:00,18.59,70,7,988,87,3.5,1.5,23149,212,10.5,5.7
01/03/2020 17:00,17.35,70,8,988.6,92,2.4,1.3,29548,211,9.9,5.8
01/03/2020 18:00,17.54,70,8,988.4,93,3.5,2.5,11089,209,10.1,6.9
01/03/2020 19:00,17.68,60,8,988.3,93,3.5,2.5,4310,204,13,8.3
01/03/2020 20:00,15.45,80,8,988.6,93,3.7,2.6,8731,208,13.8,8.1
01/03/2020 21:00,14.83,70,8,989.2,93,3.8,2.8,12112,211,10.5,6.3
01/03/2020 22:00,14.89,80,8,989.6,91,4.2,2.8,20196,216,11.1,6.8
01/03/2020 23:00,13.77,50,8,990.1,92,3.9,2.7,20164,210,9.8,6.2
02/03/2020 00:00,13.98,50,8,990.7,90,4,2.6,19314,212,8.5,5.2
02/03/2020 01:00,13.73,50,8,991.1,92,3.7,2.6,14960,201,7.6,4.9
02/03/2020 02:00,13.87,50,8,991.5,93,3.5,2.5,18380,203,8.4,5.6
02/03/2020 03:00,13.78,50,8,991.9,93,3.5,2.6,15295,207,8.5,5.4
02/03/2020 04:00,24.82,50,8,992.3,92,3.5,2.3,18334,204,7.5,4.9
02/03/2020 05:00,29.39,60,8,992.5,93,3.4,2.4,16529,201,9.1,5.2
02/03/2020 06:00,29.96,50,8,993.3,95,3.1,2.4,11636,209,8.7,4.7
02/03/2020 07:00,41.45,60,8,994.3,95,3.4,2.7,9887,213,8,4.7
02/03/2020 08:00,53.28,80,8,995,95,4,3.2,20288,207,5.3,3.7
02/03/2020 09:00,61.94,80,8,995.9,94,3.9,3.1,19566,212,5.5,3.7
02/03/2020 10:00,60.34,70,8,996.8,92,4.5,3.3,25145,201,5.7,3.7
02/03/2020 11:00,60.65,70,8,997.7,90,4.6,3.1,20537,194,7.4,4.3
02/03/2020 12:00,57.88,80,7,998.3,89,5.2,3.5,23026,200,5.9,4.6
02/03/2020 13:00,58.58,60,5,998.9,85,5,2.6,23071,204,6.3,4.4
02/03/2020 14:00,55.11,70,6,999.6,81,5.2,2.3,25453,210,6.9,5
02/03/2020 15:00,50.41,60,1,1000.2,83,4,1.5,25316,198,5.7,4
02/03/2020 16:00,39.76,70,0,1000.8,87,3.3,1.4,25780,193,2.3,1.8
02/03/2020 17:00,36.39,60,7,1001.8,96,0.7,0.2,11976,144,1.2,0.9
02/03/2020 18:00,35.06,60,0,1002.2,99,-0.9,-1.1,3272,119,1.9,1.4
02/03/2020 19:00,33.88,60,4,1002.5,99,-1.7,-1.8,1858,108,0.9,0.7
02/03/2020 20:00,29.89,70,7,1003,99,-1.9,-2,405,116,1,0.7
02/03/2020 21:00,17.7,80,3,1003.5,99,-1.5,-1.5,3678,0,0,0
02/03/2020 22:00,17.76,70,4,1003.7,100,-1.6,-1.6,3592,0,0,0
02/03/2020 23:00,16.98,60,7,1004,99,-1.4,-1.4,6834,0,0,0
03/03/2020 00:00,17.03,50,7,1004.5,99,-1.2,-1.3,4367,337,0.8,0.6
03/03/2020 01:00,17.19,60,7,1004.8,100,-0.6,-0.7,7817,346,1.1,0.7
03/03/2020 02:00,16.93,60,8,1004.9,99,0.2,0.1,8475,132,2.6,1.8
03/03/2020 03:00,16.73,50,8,1004.9,98,1.1,0.8,14633,47,1.9,1
03/03/2020 04:00,17.02,50,8,1004.9,99,1,0.8,12995,17,2.9,1.8
03/03/2020 05:00,29.32,60,8,1005.5,98,0.9,0.7,11326,1,1.4,0.9
03/03/2020 06:00,31.4,60,8,1005.7,98,1,0.8,12163,25,2.6,1.2
03/03/2020 07:00,41.84,70,7,1006.1,97,1.3,0.9,13378,53,3.9,2
03/03/2020 08:00,54.23,80,8,1006.5,97,2,1.5,12560,65,6.2,2.9
03/03/2020 09:00,58.31,80,8,1007.2,95,2.3,1.7,12252,58,3.5,2.1
03/03/2020 10:00,56.05,90,8,1007.5,93,2.6,1.6,16109,47,5.4,2.6
03/03/2020 11:00,56.76,80,7,1007.7,91,3,1.7,17887,50,5.8,3
03/03/2020 12:00,58.13,80,7,1008,90,3.2,1.8,21385,47,5.2,2.5
03/03/2020 13:00,55.38,90,7,1008.6,92,3.3,2.2,12854,57,6.1,3.5
03/03/2020 14:00,53.38,60,8,1009.3,95,3,2.3,11890,60,5.7,2.9
03/03/2020 15:00,48.01,100,8,1010,95,2.9,2.3,10022,59,5.4,2.6
03/03/2020 16:00,39.19,70,8,1010.6,95,2.9,2.2,10529,61,6.1,2.6
03/03/2020 17:00,32.42,70,8,1011,95,2.9,2.2,14419,75,5.1,2.9
03/03/2020 18:00,30.87,60,8,1011.4,93,2.9,2,17272,79,8.4,3.6
03/03/2020 19:00,31.37,70,8,1011.9,93,2.7,1.7,20262,82,6.2,3.8
03/03/2020 20:00,29.04,140,8,1012.4,92,2.7,1.6,18408,84,6.1,3.6
03/03/2020 21:00,16.91,140,8,1012.4,92,2.7,1.5,19463,82,8,3.7
03/03/2020 22:00,17,80,8,1012.7,92,2.7,1.5,27669,84,5.8,3.5
03/03/2020 23:00,16.26,60,8,1012.7,92,2.8,1.7,16233,80,8.9,3.8
04/03/2020 00:00,16.15,50,8,1013.5,92,2.8,1.6,26704,82,7,4.4
04/03/2020 01:00,16.06,60,8,1013.5,92,2.6,1.5,24809,83,9.4,5.5
04/03/2020 02:00,15.14,50,8,1013.3,92,2.3,1.1,29617,88,9.6,5.1
04/03/2020 03:00,15.57,50,8,1013,93,1.9,0.9,15504,92,10.7,6.5
04/03/2020 04:00,15.73,50,8,1012.7,94,1.5,0.7,13717,85,10,5.8
04/03/2020 05:00,28.93,60,8,1012.4,96,1.1,0.4,6069,85,10.5,5.3
04/03/2020 06:00,30.33,60,8,1012,95,1.3,0.6,26386,84,10.9,6.4
04/03/2020 07:00,40.16,70,8,1011,95,1.3,0.5,23175,84,13.3,7.2
04/03/2020 08:00,58.26,80,8,1010.4,94,1.5,0.6,31432,89,14.1,7.7
04/03/2020 09:00,62.28,90,8,1009.6,92,1.9,0.7,39863,90,17.4,9.4
04/03/2020 10:00,61.81,90,8,1008.6,94,1.8,0.9,8127,88,15.7,8.7
04/03/2020 11:00,60.01,70,8,1008.1,97,0.6,0.2,378,92,12.4,7.1
04/03/2020 12:00,60.65,80,8,1007.5,98,0.4,0.2,222,94,11.5,7.2
04/03/2020 13:00,60.22,90,8,1006.5,99,0.7,0.5,3668,97,12.3,7.6
04/03/2020 14:00,56.2,80,8,1006,98,1,0.7,2342,97,14.8,8.4
04/03/2020 15:00,51.95,90,8,1005.5,98,1.6,1.2,2393,101,12.3,8
04/03/2020 16:00,41.2,80,8,1005.1,98,2,1.8,1941,103,11,7.4
04/03/2020 17:00,36.12,70,8,1004.9,99,2.5,2.3,5740,113,10,7.2
04/03/2020 18:00,33.57,70,8,1004.6,99,2.9,2.8,8416,124,9.7,6.3
04/03/2020 19:00,30.55,80,8,1004.5,99,3.4,3.2,19879,139,8.3,6
04/03/2020 20:00,28.25,60,8,1004.7,97,3.7,3.3,30945,147,7.5,5
04/03/2020 21:00,15.98,70,8,1004.6,95,3.8,3.1,39682,163,6.5,4.1
04/03/2020 22:00,15.89,90,8,1004.3,94,3.8,3,22857,166,7.1,4.6
04/03/2020 23:00,15.03,50,8,1004.2,95,3.8,3.1,8921,164,7.9,4.5
05/03/2020 00:00,15.02,50,8,1004.1,96,3.5,2.9,12872,159,4.8,3.3
05/03/2020 01:00,14.91,50,8,1003.6,95,3.5,2.8,39110,158,5.4,3.7
05/03/2020 02:00,14.94,50,8,1003.4,95,3.4,2.7,24844,167,6.2,3.4
05/03/2020 03:00,15.02,50,8,1003,95,3.3,2.6,26019,168,6,3.2
05/03/2020 04:00,14.83,50,8,1002.4,95,3.2,2.5,45883,161,4.3,2.8
05/03/2020 05:00,27.55,50,8,1002.3,96,3.2,2.5,42883,180,4.9,3.2
05/03/2020 06:00,29.61,60,8,1002.1,96,3.1,2.5,47463,186,6.5,3.5
05/03/2020 07:00,42.18,60,8,1001.9,96,3.1,2.5,47768,183,5.9,3.9
05/03/2020 08:00,55.56,70,8,1001.6,96,3.2,2.6,44902,184,5.5,4
05/03/2020 09:00,59.88,70,8,1001.5,96,3.3,2.7,16043,182,4,3
05/03/2020 10:00,57.82,80,8,1001.3,97,3.1,2.7,13482,180,6.3,4.1
05/03/2020 11:00,60.41,60,8,1000.8,97,3.4,3.1,16513,191,5.8,4.1
05/03/2020 12:00,57.91,70,8,1000.6,96,3.6,3,14593,181,6.7,4.6
05/03/2020 13:00,57.28,80,8,1000.6,98,3.3,3,16035,191,6.1,4.1
05/03/2020 14:00,56.18,60,7,1000.7,95,3.5,2.8,50000,203,5.4,3.7
05/03/2020 15:00,52.04,100,7,1000.6,94,3.3,2.4,49762,203,5.7,3.9
05/03/2020 16:00,40.71,60,7,1000.9,91,2.8,1.5,50000,210,5.3,3.6
05/03/2020 17:00,34.22,70,4,1001.1,92,2.2,1.1,50000,199,3.8,2.9
05/03/2020 18:00,33.98,60,7,1000.8,91,2.3,1,50000,186,4.2,3.1
05/03/2020 19:00,30.91,60,7,1000.7,93,2.2,1.2,47372,158,3.4,2.4
05/03/2020 20:00,27.92,70,7,1000.7,93,2,1,6938,206,6.8,3.9
05/03/2020 21:00,15.83,120,7,1001,95,1.8,1,13516,211,5.6,3.5
05/03/2020 22:00,16.49,80,4,1001,95,1.3,0.6,50000,193,4.7,2.8
05/03/2020 23:00,15.5,60,7,1001.2,94,1.5,0.7,50000,207,4.8,3.1
06/03/2020 00:00,15.15,50,7,1001.3,89,1.5,-0.1,50000,191,5.2,3.3
06/03/2020 01:00,15.16,60,7,1001.1,91,2,0.6,37786,200,7.4,5
06/03/2020 02:00,14.92,50,8,1001.1,93,1.9,0.8,50000,210,6.7,4
06/03/2020 03:00,15.04,50,8,1001.3,93,2,1.1,50000,218,5.7,3.3
06/03/2020 04:00,15.07,60,7,1001.5,91,2,0.7,50000,213,4.8,3.2
06/03/2020 05:00,27.77,50,7,1002.1,92,1.8,0.6,50000,232,4.7,2.9
06/03/2020 06:00,30.42,60,7,1003.1,90,1,-0.5,34511,255,6.8,3.8
06/03/2020 07:00,40.3,70,5,1003.8,80,1.1,-1.9,50000,263,5.5,3.3
06/03/2020 08:00,54.81,90,3,1004.5,78,1.9,-1.5,50000,260,5.8,3.8
06/03/2020 09:00,54.92,100,4,1004.9,73,2.6,-1.7,50000,265,7.3,4.8
06/03/2020 10:00,52.91,90,4,1005.4,76,3.9,0,47808,264,7.3,4.5
06/03/2020 11:00,55.98,70,2,1005.7,72,3.7,-1,50000,278,6.5,4.3
06/03/2020 12:00,53.94,70,1,1006.1,72,4.3,-0.4,50000,282,7,4.9
06/03/2020 13:00,52.54,60,3,1006.5,67,4.7,-0.9,46912,258,6,4.2
06/03/2020 14:00,51.97,70,0,1006.7,67,4.9,-0.8,50000,262,4.9,3.3
06/03/2020 15:00,49.06,70,0,1007.3,66,5.1,-0.8,50000,261,5.3,2.8
06/03/2020 16:00,38.52,60,7,1007.9,82,3.5,0.6,50000,194,2.3,1.8
06/03/2020 17:00,33.86,60,0,1008.3,93,1.2,0.2,29492,136,1.8,1.2
06/03/2020 18:00,31.67,60,0,1009,97,-1.2,-1.6,25304,144,1,0.7
06/03/2020 19:00,31.53,60,0,1009.9,98,-1.7,-1.9,8707,97,1,0.5
06/03/2020 20:00,29.25,60,0,1010.4,99,-2.3,-2.4,530,0,0,0
06/03/2020 21:00,16.93,60,0,1010.8,99,-2.5,-2.6,368,92,0.9,0.5
06/03/2020 22:00,16.92,90,1,1011.2,99,-3.2,-3.3,280,105,0.8,0.6
06/03/2020 23:00,15.97,70,0,1011.7,99,-3.8,-3.9,965,0,0,0
07/03/2020 00:00,16.33,60,1,1012,99,-4.2,-4.3,553,0,0,0
07/03/2020 01:00,16.1,50,9,1012.2,99,-3.4,-3.6,270,46,0.8,0.5
07/03/2020 02:00,15.88,60,8,1012.1,98,-3.4,-3.6,484,0,0,0
07/03/2020 03:00,15.89,60,7,1012.1,98,-3.6,-3.8,684,0,0,0
07/03/2020 04:00,16,60,7,1012.1,98,-3.3,-3.5,10848,349,1.6,1.1
07/03/2020 05:00,16.54,60,8,1012.5,98,-3.2,-3.5,13573,57,0.9,0.5
07/03/2020 06:00,16.59,60,4,1012.8,99,-1.8,-2,14717,82,1.5,0.8
07/03/2020 07:00,16.44,70,3,1013.1,99,-0.3,-0.4,26865,1,1.9,1
07/03/2020 08:00,16.88,60,7,1013.1,98,1,0.8,42316,67,3,1.5
07/03/2020 09:00,16.85,90,3,1013.2,94,2.1,1.3,34690,80,3.9,2
07/03/2020 10:00,16.87,80,7,1013.3,89,3,1.3,38155,94,4.4,3.1
07/03/2020 11:00,16.72,60,8,1013.3,86,3.4,1.4,33822,92,4.7,3
07/03/2020 12:00,16.82,80,8,1013,85,3.8,1.5,22957,102,5.5,4.1
07/03/2020 13:00,16.98,60,8,1012.7,85,3.5,1.3,22421,111,4.6,3.2
07/03/2020 14:00,16.86,70,6,1012.4,84,3.8,1.4,34513,91,2.6,1.8
07/03/2020 15:00,16.53,70,7,1012.2,84,3.5,1,40306,15,1.3,0.7
07/03/2020 16:00,16.24,60,7,1012.6,86,2.9,0.8,39040,68,1.3,0.8
07/03/2020 17:00,16.83,60,7,1012.8,93,1.5,0.5,31846,75,1.2,0.7
07/03/2020 18:00,17.04,60,8,1012.9,97,0.4,0,16396,107,1.3,0.6
07/03/2020 19:00,17.48,60,7,1013.2,98,-0.6,-0.9,13076,11,1.3,0.8
07/03/2020 20:00,17.37,70,7,1013.3,99,-0.8,-0.9,1625,0,0,0
07/03/2020 21:00,16.53,60,8,1013.2,99,-1.6,-1.7,1035,0,0,0
07/03/2020 22:00,16.7,90,8,1013.3,99,-1.5,-1.6,2841,0,0,0
07/03/2020 23:00,15.98,60,2,1013.3,99,-2.1,-2.2,4648,0,0,0
08/03/2020 00:00,15.92,50,0,1013.3,99,-3.4,-3.4,300,0,0,0
08/03/2020 01:00,15.93,50,0,1013.2,99,-4.2,-4.2,357,0,0,0
08/03/2020 02:00,15.84,60,0,1013.5,100,-4.1,-4.1,472,0,0,0
08/03/2020 03:00,15.62,50,0,1013.7,99,-4.7,-4.8,13792,0,0,0
08/03/2020 04:00,15.96,60,0,1013.8,98,-5.2,-5.5,7208,0,0,0
08/03/2020 05:00,16.46,60,0,1013.9,97,-5,-5.4,1340,0,0,0
08/03/2020 06:00,16.39,70,0,1014.2,97,-4.3,-4.7,13254,316,0.9,0.6
08/03/2020 07:00,16.37,60,0,1014.5,98,-1.2,-1.5,14275,133,0.8,0.5
08/03/2020 08:00,19.33,60,0,1014.4,85,2.6,0.4,29718,147,1.6,1.1
08/03/2020 09:00,19.08,70,0,1014.4,75,3.5,-0.5,43499,186,3.8,2.3
08/03/2020 10:00,19.13,80,0,1014.8,77,3.5,-0.1,21453,192,5.9,4.2
08/03/2020 11:00,19.12,60,0,1014.7,81,3.5,0.5,36607,200,5.8,4.3
08/03/2020 12:00,19,60,3,1014.4,83,2.8,0.2,46613,189,7,4.7
08/03/2020 13:00,18.95,60,1,1014.2,83,2.8,0.3,41003,196,6.5,4.7
08/03/2020 14:00,19.22,60,6,1014,86,2.3,0.2,33484,188,5.3,4.1
08/03/2020 15:00,19.09,60,7,1013.7,85,2.6,0.3,28485,168,5.2,3.1
08/03/2020 16:00,18.98,60,0,1013.6,92,1.7,0.5,16868,143,3.5,2.5
08/03/2020 17:00,18.98,60,0,1013.4,95,1,0.4,13333,137,3.1,2.4
08/03/2020 18:00,19.43,60,2,1013.2,90,1.8,0.4,22624,147,3.9,2.2
08/03/2020 19:00,19.61,70,4,1013,81,3.1,0.2,47367,174,4.6,3.1
08/03/2020 20:00,17.33,80,7,1012.7,80,3.1,0,47902,183,8.4,5.2
08/03/2020 21:00,16.68,60,8,1012.4,82,3,0.2,50000,189,7.5,5.1
08/03/2020 22:00,16.74,80,8,1012.1,84,2.9,0.5,49972,183,8.7,5.6
08/03/2020 23:00,15.88,50,7,1011.8,83,2.9,0.3,50000,184,9.2,6
09/03/2020 00:00,15.76,50,0,1011.4,81,2.8,-0.2,50000,182,9.6,6.2
09/03/2020 01:00,15.9,50,8,1010.9,85,2.8,0.5,50000,181,8.8,6.2
09/03/2020 02:00,15.88,50,8,1010.3,85,3,0.7,48730,185,10.2,6.3
09/03/2020 03:00,15.89,50,8,1010.3,84,3,0.6,41058,184,9,6
09/03/2020 04:00,26.57,50,8,1010.2,84,3,0.6,43604,185,8.9,5.8
09/03/2020 05:00,30.63,50,8,1010,83,3.1,0.5,41242,186,9.1,5.8
09/03/2020 06:00,30.63,50,8,1010.1,85,3.1,0.9,32436,186,8.5,5.5
09/03/2020 07:00,40.69,50,7,1010.3,86,3.4,1.3,34331,185,8.1,5.8
09/03/2020 08:00,52.82,70,7,1010.6,84,4.1,1.7,25942,189,6.8,4.8
09/03/2020 09:00,59.71,70,8,1010.8,84,4.1,1.6,25342,187,7.9,5.1
09/03/2020 10:00,55.36,60,8,1010.7,83,4.3,1.7,28355,185,8.4,5.2
09/03/2020 11:00,56.8,60,7,1010.7,82,4.8,2,25748,186,9.2,6.2
09/03/2020 12:00,56.43,70,8,1010.5,79,5.1,1.8,31588,201,8,5.3
09/03/2020 13:00,56.69,60,8,1010.4,82,4.8,2.1,27488,189,5,3.8
09/03/2020 14:00,55.41,60,8,1010.4,79,5.2,1.8,23583,207,7.3,4.9
09/03/2020 15:00,49.7,60,8,1010.2,76,5.5,1.5,29938,211,7.2,4.3
09/03/2020 16:00,40.74,60,8,1010.3,77,5.3,1.5,26132,205,7.1,4.3
09/03/2020 17:00,34.25,50,8,1010.1,76,5.1,1.2,18643,203,8.2,5.2
09/03/2020 18:00,31.61,50,8,1010.1,84,4.5,2,17507,195,8.5,5.1
09/03/2020 19:00,31.13,50,8,1009.8,80,4.8,1.6,23353,193,6.4,4.3
09/03/2020 20:00,29.03,60,8,1009.4,83,4.3,1.7,21115,177,5.2,3.6
09/03/2020 21:00,16.8,50,8,1009,86,4,1.8,19504,179,4.9,3.2
09/03/2020 22:00,16.64,80,8,1008.8,91,3.6,2.2,12188,177,4.8,3.3
09/03/2020 23:00,16.1,50,8,1008.2,92,3.6,2.4,11623,186,6.3,4.4
10/03/2020 00:00,15.98,40,8,1007.7,94,3.5,2.6,10675,180,6.1,4
10/03/2020 01:00,16.01,50,8,1007.1,94,3.6,2.7,11055,197,6.4,4.2
10/03/2020 02:00,16.08,40,8,1006.6,95,3.5,2.9,8549,191,5.9,3.8
10/03/2020 03:00,16.02,50,8,1006.1,96,3.3,2.7,9856,185,6.1,4
10/03/2020 04:00,16.04,50,8,1005.6,96,3.3,2.7,8811,177,5.2,3.6
10/03/2020 05:00,28.76,40,8,1005,97,3.4,2.9,8351,182,6.6,4.2
10/03/2020 06:00,31.73,50,8,1004.8,95,3.6,2.9,7801,177,5.7,4
10/03/2020 07:00,40.66,60,8,1004.3,95,3.2,2.5,7275,155,5.8,3.8
10/03/2020 08:00,53.01,60,8,1003.6,94,3,2.1,9639,157,5.6,3.8
10/03/2020 09:00,60.05,80,8,1002.9,93,3.3,2.3,9654,172,7.6,4.5
10/03/2020 10:00,57,70,8,1002.3,94,3.4,2.6,8970,183,7.5,5.1
10/03/2020 11:00,56.02,60,8,1001.9,96,3.6,3,5581,187,7.3,5.2
10/03/2020 12:00,56.65,70,8,1001.3,97,3.8,3.4,6050,186,10.3,6.2
10/03/2020 13:00,59.25,70,8,1001,97,4.1,3.6,8684,192,9.7,6
10/03/2020 14:00,53.22,70,8,1000.3,97,4.4,4,7376,199,10.7,6.5
10/03/2020 15:00,48.4,60,8,1000.2,97,4.2,3.8,9425,203,10.7,6.4
10/03/2020 16:00,38.95,70,8,1000.4,95,4.4,3.7,31109,212,8.8,5.3
10/03/2020 17:00,33.85,50,8,1000.6,92,4.4,3.2,49189,222,8.5,5.5
10/03/2020 18:00,32.06,60,8,1000.5,95,4.1,3.3,7287,213,5.2,3.6
10/03/2020 19:00,30.96,60,8,1000.1,94,4.2,3.3,16063,211,6.3,3.6
10/03/2020 20:00,28.62,60,8,999.5,94,4,3.2,9301,206,7.7,4.9
10/03/2020 21:00,16.45,60,8,999.2,93,3.7,2.7,19018,204,7.7,4.6
10/03/2020 22:00,16.48,70,6,998.5,92,3.2,2,22004,178,3.4,2.4
10/03/2020 23:00,15.71,50,8,997.6,94,3,2.1,20698,136,2.9,1.6
11/03/2020 00:00,15.63,50,8,996.5,94,3.2,2.4,17707,123,4.6,3
11/03/2020 01:00,15.54,50,8,995.4,95,3.5,2.8,12870,123,4.8,3.1
11/03/2020 02:00,15.56,50,8,994.1,95,3.6,2.9,12717,126,6.5,4.2
11/03/2020 03:00,15.69,50,8,992.6,93,3.6,2.6,12545,122,8.4,5.1
11/03/2020 04:00,15.6,40,8,991.6,94,3.5,2.6,10347,121,9.5,5.6
11/03/2020 05:00,28.69,50,8,990.4,95,3.3,2.6,7664,125,8.6,5.4
11/03/2020 06:00,30.63,50,8,988.9,96,3.2,2.6,6270,113,7.7,5.5
11/03/2020 07:00,39.82,50,8,987.7,97,3.1,2.6,5832,113,9,6
11/03/2020 08:00,53.57,70,8,986.4,97,3,2.6,6135,111,9.6,6.6
11/03/2020 09:00,59.83,80,8,985.3,97,3.1,2.7,6234,125,8.4,5.6
11/03/2020 10:00,59.09,80,8,984.2,96,3.3,2.7,7509,118,9.4,6.2
11/03/2020 11:00,60.44,60,8,983.3,95,3.2,2.6,8470,129,9.1,6.1
11/03/2020 12:00,61.2,60,8,982.4,94,3.1,2.2,12006,131,8.9,5.1
11/03/2020 13:00,61,70,8,981.8,95,3.2,2.6,13222,144,6.7,4.1
11/03/2020 14:00,56.18,60,8,981.4,96,3.2,2.5,14251,134,4.3,2.9
11/03/2020 15:00,50.26,60,8,981.1,97,3.3,2.9,17656,129,3.8,2.6
11/03/2020 16:00,40.1,60,8,981.2,97,3.5,3,13731,206,2.8,1.8
11/03/2020 17:00,34.98,60,8,981.3,98,3.3,3,14438,226,1.3,1
11/03/2020 18:00,32.93,50,8,981.7,97,3.4,2.9,23286,262,2.6,1.7
11/03/2020 19:00,30.52,60,8,981.8,98,3.4,3,11107,261,3.5,2.3
11/03/2020 20:00,28.34,50,8,982.4,97,3.2,2.8,4920,284,4.7,3.3
11/03/2020 21:00,15.92,70,8,983,93,2.8,1.8,25790,277,7.7,5
11/03/2020 22:00,15.81,80,8,983.7,91,2.5,1.2,50000,277,8.3,5.2
11/03/2020 23:00,15.28,50,8,984.1,90,2.6,1.1,50000,276,6.8,4.5
12/03/2020 00:00,15.11,50,8,984.6,91,2.9,1.5,50000,267,7.5,5
12/03/2020 01:00,15.08,50,8,985,91,3,1.7,30224,257,6.5,4.2
12/03/2020 02:00,15.1,50,8,985.2,89,3.1,1.5,50000,260,7.9,4.6
12/03/2020 03:00,15.05,50,8,985.4,87,2.9,0.9,50000,261,7.2,4.7
12/03/2020 04:00,15.22,50,8,985.5,89,2.8,1.2,50000,245,6,3.8
12/03/2020 05:00,28.02,50,7,985.1,91,3,1.7,50000,253,5.1,3.1
12/03/2020 06:00,30.92,50,7,984.9,89,3.1,1.5,38092,239,6.9,4.1
12/03/2020 07:00,39.86,50,8,984.6,90,3.4,2,17468,228,6.2,3.8
12/03/2020 08:00,53.67,70,8,983.9,91,4.1,2.8,8910,213,7.6,5
12/03/2020 09:00,59.82,80,8,983.2,90,4.7,3.3,24287,223,8.2,5.2
12/03/2020 10:00,55.39,70,7,982.7,87,5.3,3.3,22850,228,9.5,5.2
12/03/2020 11:00,56.5,60,7,982.1,75,6.9,2.8,35139,262,6.9,4.5
12/03/2020 12:00,54.75,60,4,981.7,80,6.3,3.1,28942,196,9.2,6.2
12/03/2020 13:00,53.05,70,1,981.2,81,6,3,30511,205,9.4,6.2
12/03/2020 14:00,49.24,50,6,980.3,81,5.6,2.6,28274,207,7.1,4.9
12/03/2020 15:00,47.65,50,7,979,78,5.5,2,36496,198,5.6,3.5
12/03/2020 16:00,38.21,50,8,977.4,87,4.5,2.5,27405,120,4.2,2.8
12/03/2020 17:00,34.73,60,8,976,92,4.1,2.9,25874,113,4.8,3.3
12/03/2020 18:00,32.26,40,8,974.9,91,4.1,2.7,7211,154,9.8,5.7
12/03/2020 19:00,31.18,50,8,973.9,92,2.9,1.8,12520,153,5.8,3.8
12/03/2020 20:00,29.32,50,8,973.3,98,2.3,2,12762,18,1.8,1.1
12/03/2020 21:00,16.45,70,8,973.7,97,2.2,1.9,11376,356,2.8,2
12/03/2020 22:00,16.34,60,8,974.8,98,1.1,0.8,6503,339,4.1,3.1
12/03/2020 23:00,15.63,50,8,976.3,98,0.6,0.3,1064,323,9.2,6.7
13/03/2020 00:00,15.49,50,8,977.7,93,1.3,0.3,50000,348,7.1,5
13/03/2020 01:00,15.51,50,8,979.2,95,1.2,0.5,50000,288,4.8,3.2
